customer_id,age,income,employment_years,loan_amount,loan_tenure,emi,credit_utilization,num_loans,past_due_30,past_due_60,past_due_90,default_flag
884,44,16813,20,742698,12,15350,0.94,2,3,2,0,1
885,29,108027,0,1526075,24,32881,0.33,1,3,0,0,0
886,23,138489,20,656782,12,20409,0.1,0,0,0,0,0
887,51,99381,26,1569962,24,57416,1.18,2,1,1,0,0
888,60,70276,5,1838723,36,34635,0.44,5,3,0,0,0
889,57,56243,27,358710,12,4446,0.41,5,2,1,1,1
890,56,75272,16,397608,12,58581,1.09,4,1,2,0,0
891,44,80618,2,1856717,60,32657,0.72,4,0,1,0,0
892,51,16920,11,1226855,36,23207,0.3,1,1,0,0,0
893,26,121121,11,131991,60,50951,1.07,2,1,1,0,0
894,22,91872,1,404824,24,10752,1.19,2,3,2,0,0
895,40,96132,21,1388733,24,53803,0.15,4,1,2,0,0
896,48,17093,22,1150708,36,15440,1.04,2,2,0,0,1
897,31,27905,29,305069,24,46864,0.5,1,3,1,0,0
898,24,136759,4,535714,36,51691,0.65,0,0,0,0,0
899,35,45981,8,733444,24,8499,1.1,5,2,0,0,0
900,26,88903,20,1992863,48,23139,1.17,1,3,2,0,0
901,50,85821,10,726503,12,16767,0.35,2,1,1,0,0
902,58,124200,4,1190203,48,24343,0.29,1,2,0,0,0
903,22,97289,34,172772,36,29712,0.14,5,3,2,0,0
904,35,131506,26,1327991,36,21673,0.7,3,3,0,1,1
905,31,93513,1,1026230,48,56698,0.07,5,0,1,0,0
906,28,65516,23,715582,12,31488,0.52,5,3,0,0,0
907,46,84212,30,1027469,12,28520,0.13,3,0,1,0,0
908,64,148498,32,1611853,60,46105,0.52,2,1,2,0,0
909,25,145970,29,1357589,24,50587,0.1,2,3,2,0,0
910,26,105009,27,1949076,60,17784,1.01,0,3,0,0,0
911,46,59816,30,1515741,12,53910,0.29,5,1,2,0,0
912,24,19138,10,1114692,48,40079,0.43,1,3,0,0,0
913,39,106176,22,756412,24,46220,1.05,0,3,0,0,0
914,40,90945,1,1674233,48,22491,0.91,2,2,1,1,1
915,53,19017,26,754177,60,49342,0.3,2,0,0,0,0
916,40,25451,34,1988108,36,53047,0.13,4,3,1,1,1
917,32,108863,1,283982,48,50720,0.87,0,3,0,1,1
918,21,25278,20,1837139,60,37268,0.5,2,0,1,0,0
919,46,58764,4,255383,60,16718,0.93,3,2,2,0,0
920,34,138030,20,341799,60,37597,0.56,4,0,0,0,0
921,58,147206,28,238874,36,34815,0.45,1,3,1,0,0
922,57,77943,19,1670496,36,37132,0.57,4,1,0,0,0
923,31,110667,19,981697,36,28832,0.91,5,1,1,0,0
924,56,69318,24,261284,24,56818,1.09,5,2,1,0,0
925,33,118423,1,1784712,36,33862,0.11,1,2,0,0,0
926,63,118998,31,486441,36,14864,0.65,3,3,0,0,0
927,23,75128,25,1289658,36,24842,0.09,1,2,2,0,0
928,53,36869,5,263807,48,10177,0.59,0,3,2,0,0
929,26,20039,2,1295099,36,48115,1.07,1,1,2,0,1
930,30,127935,32,1802748,24,58782,0.47,1,2,0,0,0
931,25,25442,0,523818,60,42699,1.12,4,3,2,0,1
932,43,88788,4,1379615,48,58210,0.78,3,0,1,0,0
933,30,134729,12,988713,12,53954,1.12,1,2,0,0,0
934,64,42586,18,1334468,36,47609,0.92,0,3,1,0,0
935,22,68053,11,1836272,60,13844,0.17,4,3,1,0,0
936,33,101346,24,292718,60,10594,0.32,3,0,1,0,0
937,60,82087,34,767167,48,15418,0.5,3,1,0,0,0
938,22,49397,11,597374,12,36854,0.25,2,0,0,0,0
939,40,73671,29,1184213,24,25108,0.62,5,3,2,0,0
940,21,131214,4,525243,60,12419,0.59,0,0,2,0,0
941,57,81897,33,1781143,60,24539,1.15,5,0,2,0,0
942,29,29924,21,419478,60,46370,0.55,4,3,2,0,0
943,37,128143,12,1774833,60,45950,0.95,4,1,1,0,0
944,29,125253,2,637371,48,14835,1.13,0,0,0,0,0
945,31,115297,19,1193604,12,19533,1.06,3,0,2,0,0
946,35,15869,30,1951965,60,51214,0.29,1,2,1,1,1
947,44,112088,4,1720415,24,31515,0.62,0,2,0,1,1
948,58,16014,23,1963514,24,37921,0.45,4,3,0,0,0
949,55,25103,32,712643,36,43968,0.51,5,3,0,0,0
950,50,125317,7,1716888,60,24322,0.46,0,3,1,0,0
951,51,97409,23,1966489,60,12223,1.0,3,2,2,0,0
952,25,38248,19,312399,60,12273,0.57,2,3,0,0,0
953,64,23024,15,1613728,60,35519,0.65,2,0,1,0,0
954,34,100947,11,257627,60,26160,1.18,1,0,0,0,0
955,31,106829,12,1638351,24,10849,0.12,1,1,1,0,0
956,29,107708,24,1599125,12,51852,0.61,3,3,2,1,1
957,54,101664,31,1642210,12,27656,0.94,5,0,2,0,0
958,32,100178,23,871482,36,50988,0.22,1,0,0,0,0
959,55,116121,8,320888,24,12348,0.75,2,1,2,0,0
960,55,35025,22,467972,60,19924,0.33,3,0,2,0,0
961,21,78610,12,1160172,12,54184,1.05,3,1,1,0,0
962,60,85843,31,1837333,48,40935,0.43,3,1,1,0,0
963,42,122237,14,1480360,48,41132,0.43,0,2,0,1,1
964,49,145299,4,891464,48,3983,0.74,5,0,1,0,0
965,28,20668,21,879119,60,26890,0.26,5,2,2,0,0
966,31,88233,15,227175,60,16629,0.38,1,0,1,0,0
967,61,96982,9,1251624,36,51056,0.53,5,2,2,0,0
968,57,121133,23,1947871,36,13273,0.46,4,1,0,0,0
969,34,25751,17,443807,36,56948,0.65,2,1,2,0,0
970,50,61218,17,1104853,48,33739,0.74,1,1,1,0,0
971,55,141649,6,898292,60,42416,0.7,5,1,1,0,0
972,41,22352,3,183332,48,9894,0.8,2,0,1,0,0
973,57,103835,25,1339091,36,48073,0.4,1,3,1,0,0
974,25,112493,4,1883441,60,47693,0.2,4,0,0,0,0
975,39,43927,15,1819819,24,53466,0.92,2,2,2,1,1
976,34,116948,34,336885,12,26343,1.03,4,0,1,0,0
977,46,44493,25,431864,12,45095,0.35,2,0,2,0,0
978,24,46707,17,1397931,36,33174,0.52,0,2,0,0,0
979,45,50842,28,814752,48,52801,0.62,0,1,2,0,0
980,62,28261,22,832733,24,58852,0.66,2,2,1,0,0
981,45,91709,13,484758,60,46179,0.81,2,2,2,0,0
982,38,110985,14,1367589,48,8900,0.1,4,3,1,0,0
983,60,121616,32,1585410,36,50905,0.88,5,3,1,0,0
984,28,82173,24,399760,48,5800,0.12,3,1,0,0,0
985,59,46781,20,144515,36,37246,0.59,2,2,0,0,0
986,60,28652,16,1249070,12,44735,1.0,1,2,2,0,1
987,34,20103,22,1789549,12,44926,0.57,1,2,2,0,0
988,52,40500,16,1286664,48,9054,0.22,1,0,1,0,0
989,58,115336,13,1682974,24,40827,1.18,0,3,1,1,1
990,53,128499,28,269601,60,44727,1.07,5,3,1,0,0
991,43,64393,19,783282,36,46775,0.94,4,1,1,0,0
992,35,62406,29,346177,60,43201,0.52,5,3,0,0,0
993,53,78059,18,1930221,12,31373,0.26,0,3,1,0,0
994,45,97722,12,1359281,24,29525,1.13,5,1,0,0,0
995,37,27356,17,1553785,24,40977,0.66,5,2,2,0,0
996,53,143128,22,62938,60,9115,1.03,1,0,2,0,0
997,22,17187,32,1229418,12,33107,0.44,2,1,0,0,0
998,34,92243,17,1044199,60,32486,0.44,1,3,1,0,0
999,60,50098,8,1362994,48,15068,1.18,5,1,2,0,0
1000,60,149678,32,1969398,24,20640,0.65,2,3,0,1,1
1001,59,72620,31,475031,24,34158,0.21,4,2,2,0,0
1002,26,141270,16,1567810,48,38136,0.3,3,2,1,0,0
1003,26,29387,18,1248609,12,58539,0.6,2,2,0,0,0
1004,23,84463,26,1118620,24,18128,0.1,0,3,2,0,0
1005,27,148663,5,1197948,36,26942,0.58,1,1,1,0,0
1006,28,106683,34,989479,36,4827,0.53,1,3,0,0,0
1007,62,77061,33,1375426,12,17990,0.95,5,2,0,0,0
1008,35,96257,19,1235622,48,37255,0.46,5,2,0,0,0
1009,49,76753,24,388608,60,21987,1.18,5,2,0,0,0
1010,53,99774,3,595501,12,54673,0.26,5,3,2,0,0
1011,50,38408,9,1624814,60,48115,0.73,1,0,0,0,0
1012,59,139116,9,1352619,12,22901,0.15,2,2,0,0,0
1013,47,146208,23,1838949,36,18277,0.89,4,1,0,0,0
1014,56,32413,20,1895419,48,3643,1.19,2,2,0,0,0
1015,49,128650,10,1054735,36,52364,0.99,0,3,0,0,0
1016,58,74500,26,1423464,48,25729,0.69,1,1,1,0,0
1017,53,99514,15,723131,60,23087,0.61,2,3,2,0,0
1018,57,71358,25,1561602,12,23818,1.01,1,0,1,0,0
1019,47,81197,29,871485,24,2019,1.13,0,0,2,1,1
1020,53,91240,15,298966,24,35443,1.19,3,3,0,1,1
1021,24,31322,6,495292,48,55629,0.51,3,2,2,1,1
1022,42,128053,15,1236693,48,51760,1.19,3,1,0,0,0
1023,22,21968,34,1418343,36,57438,0.23,1,2,0,0,0
1024,30,42518,15,1128290,24,51213,0.34,2,3,1,0,0
1025,25,66925,11,739746,36,11457,0.15,1,3,1,0,0
1026,30,126900,34,1470003,60,35922,0.36,4,2,1,0,0
1027,53,108422,20,1369282,24,11820,0.93,2,1,2,0,0
1028,58,16700,16,367192,60,34750,1.03,0,1,2,0,1
1029,33,108782,31,405439,12,44586,0.95,5,1,1,0,0
1030,51,38199,5,62026,36,38484,0.78,3,1,1,0,0
1031,56,20520,23,156147,48,40010,0.64,2,1,0,0,0
1032,44,124814,26,1654453,24,56711,0.87,2,0,2,0,0
1033,35,138364,19,1731063,36,39790,0.5,3,0,0,0,0
1034,49,29955,24,933706,48,24869,1.02,0,3,2,0,1
1035,28,79925,1,338988,12,52594,0.83,1,0,1,0,0
1036,25,122216,8,402559,24,36421,0.85,1,1,2,1,1
1037,49,85269,27,1307150,60,4502,0.67,5,1,2,0,0
1038,24,56458,2,1312916,12,54421,1.07,2,1,0,0,0
1039,32,104037,19,104708,48,18665,0.34,3,3,1,0,0
1040,22,114977,5,507141,24,27600,0.49,4,3,1,0,0
1041,47,58939,32,1693689,24,31394,0.94,0,2,1,1,1
1042,51,44345,0,1674438,12,16086,0.62,1,0,0,0,0
1043,56,125107,5,1446268,24,38171,1.07,0,0,0,0,0
1044,56,136866,33,462028,48,36003,0.45,0,2,0,0,0
1045,46,84166,14,1330985,12,55912,0.47,5,2,2,0,0
1046,63,112406,25,1809245,60,15149,1.07,0,0,2,1,1
1047,47,64298,13,1687094,12,32394,0.58,3,1,0,0,0
1048,25,59942,6,1353027,12,16396,0.64,5,0,0,0,0
1049,40,18453,30,877013,60,25324,0.43,3,1,1,0,0
1050,31,117811,23,1345750,48,49198,0.37,5,3,2,1,1
1051,30,69935,30,489844,36,19169,0.8,3,0,2,1,1
1052,60,137439,28,1318276,36,48632,0.19,5,0,1,0,0
1053,58,23328,31,337249,60,50274,1.06,5,3,1,0,1
1054,26,30534,16,1964838,48,46277,0.95,2,3,1,0,0
1055,28,100280,13,564539,24,28243,0.27,3,3,0,1,1
1056,43,51320,23,381301,60,33016,0.85,2,3,0,0,0
1057,46,64170,26,1524234,36,5194,0.74,5,3,0,0,0
1058,63,115546,24,1093840,48,34398,0.26,1,2,0,0,0
1059,32,95201,31,1447955,12,6789,0.36,5,2,0,0,0
1060,46,23640,17,820802,48,22159,0.52,1,3,2,0,0
1061,33,147992,17,314491,48,45406,0.85,1,3,2,0,0
1062,60,58937,25,800382,36,7350,0.78,1,3,2,1,1
1063,38,85463,8,1932658,36,35301,0.66,1,3,1,0,0
1064,45,108500,34,198182,24,26977,0.93,3,1,2,0,0
1065,53,52158,7,243242,24,38431,0.92,4,1,1,0,0
1066,60,99607,19,972427,60,2129,0.76,3,3,2,0,0
1067,63,134639,21,757161,12,47331,0.96,4,3,0,1,1
1068,32,86696,18,505987,24,54111,0.43,3,0,2,0,0
1069,64,76510,29,174926,36,36626,1.06,1,3,0,0,0
1070,56,135076,27,131147,48,50503,0.76,0,3,0,0,0
1071,24,73692,34,1408855,60,29549,1.0,5,2,2,0,0
1072,25,145841,10,1642063,24,14342,0.68,4,1,2,1,1
1073,57,30810,30,1986591,48,38417,0.3,0,3,0,0,0
1074,28,126718,29,1281784,48,12978,0.67,1,1,1,1,1
1075,62,105932,22,1977298,24,54249,0.48,4,1,1,0,0
1076,48,15192,18,1528367,12,54664,0.85,0,0,2,0,0
1077,51,51413,11,270868,12,39628,0.6,3,1,0,0,0
1078,29,54082,14,170787,60,44180,1.01,1,1,1,0,0
1079,49,80048,30,1014237,12,10833,0.83,3,3,2,0,0
1080,34,138130,14,164427,60,48903,0.84,3,2,2,0,0
1081,60,65940,28,198063,36,35491,0.3,1,3,0,0,0
1082,61,55142,25,727913,24,31473,1.18,4,3,1,0,0
1083,42,51468,1,1319358,48,2737,1.02,5,2,2,0,0
1084,31,144048,19,661781,60,31429,0.96,2,2,1,0,0
1085,43,57056,14,538633,12,48647,0.43,2,0,2,0,0
1086,21,66831,3,849203,60,3299,0.67,5,2,2,0,0
1087,57,74191,21,1224183,60,54632,0.21,1,3,1,0,0
1088,41,136948,22,821122,12,2339,0.67,2,2,1,0,0
1089,46,123117,25,985802,12,34920,0.22,5,2,0,0,0
1090,56,29671,10,129876,24,56836,0.69,0,2,0,0,0
1091,43,42048,27,542108,48,44381,0.8,5,1,0,0,0
1092,21,40963,1,217071,24,48523,0.5,4,0,0,0,0
1093,60,58954,7,1825823,24,50750,0.62,5,1,1,0,0
1094,35,110430,28,1944656,12,21435,1.06,3,1,0,0,0
1095,41,15717,10,505884,12,35194,0.17,3,0,1,0,0
1096,29,26676,17,1561166,48,58298,0.96,1,1,2,0,1
1097,29,133696,13,1559301,60,26509,0.25,3,2,1,0,0
1098,30,145830,9,1342298,24,57499,0.09,0,0,0,0,0
1099,46,19994,34,1595140,48,44095,0.26,5,1,1,0,0
1100,61,19234,8,387927,24,53524,0.93,0,3,1,0,1
1101,55,84300,34,618728,60,59278,0.52,1,1,1,0,0
1102,45,58949,10,605943,24,46289,1.05,3,3,1,0,0
1103,46,52405,11,617327,36,52101,0.65,2,2,1,0,0
1104,31,49872,2,367399,48,58847,0.08,5,3,0,0,0
1105,58,57215,13,122219,12,3373,0.87,2,1,1,0,0
1106,22,38185,27,760349,24,9082,0.18,4,1,0,0,0
1107,27,56153,10,1896252,48,27532,0.96,1,1,2,0,0
1108,38,92535,24,1717458,48,44661,0.24,4,0,1,0,0
1109,47,148653,20,1419315,24,20866,0.45,2,0,2,1,1
1110,54,66717,9,744911,12,9593,0.93,2,1,0,0,0
1111,47,17763,14,768590,12,11495,1.15,2,1,1,0,1
1112,37,107910,18,416042,24,51522,0.48,4,2,2,0,0
1113,63,70480,21,1389091,48,9837,1.0,1,0,0,0,0
1114,64,133094,20,1561150,12,13172,0.27,5,0,2,1,1
1115,44,26064,31,209950,24,20680,0.98,5,0,1,0,1
1116,45,91848,22,217229,24,58186,0.81,0,3,1,0,0
1117,27,52548,12,1104490,24,57476,0.27,0,1,1,0,0
1118,26,21476,4,1313348,48,58294,0.4,2,2,0,0,0
1119,44,105101,3,1387900,12,32346,0.2,1,2,2,0,0
1120,53,17382,27,971192,48,45085,0.49,1,1,0,0,0
1121,49,94698,13,1965227,36,25412,0.28,3,1,2,0,0
1122,63,60095,7,915048,12,24863,0.79,3,2,0,0,0
1123,42,144974,8,1326137,48,55297,1.19,4,3,1,0,0
1124,46,42197,34,1286011,12,32804,0.06,3,2,2,0,0
1125,48,142619,20,669501,36,12934,0.67,5,3,2,0,0
1126,41,37010,17,470576,60,32723,0.71,5,3,2,0,0
1127,27,102923,32,612093,24,22405,1.1,4,0,0,0,0
1128,37,148962,7,456669,48,20748,0.63,0,1,1,0,0
1129,40,145526,16,1225175,36,7230,0.68,2,0,2,0,0
1130,61,124162,30,728063,36,48413,0.59,1,3,0,0,0
1131,40,135927,33,1288669,12,24354,0.36,0,2,2,0,0
1132,42,23026,5,1172752,12,10954,0.11,5,0,1,1,1
1133,48,79925,21,144799,24,58452,0.52,0,2,2,0,0
1134,60,83842,13,672673,12,25139,0.11,4,3,1,0,0
1135,27,48665,2,809942,48,47022,0.68,2,2,0,0,0
1136,21,24277,11,1187495,48,19388,0.4,5,0,0,0,0
1137,52,63008,11,974914,48,41825,0.66,4,3,1,0,0
1138,33,29683,1,655750,60,38523,0.2,0,1,1,0,0
1139,50,146742,1,229340,48,37614,1.12,1,0,0,0,0
1140,43,93542,14,739608,12,57414,1.08,3,0,1,0,0
1141,39,69319,22,1129735,12,59693,0.27,4,1,1,0,0
1142,52,107067,28,92039,48,37732,0.44,5,3,2,0,0
1143,50,83975,16,807262,36,43646,0.76,0,1,0,0,0
1144,49,116158,31,1146376,36,23021,0.16,3,0,0,0,0
1145,49,26577,6,352905,36,29702,0.46,3,3,1,0,0
1146,50,92299,29,668914,24,47416,0.34,0,2,1,0,0
1147,36,35176,27,529319,60,37523,1.1,2,0,1,0,0
1148,60,78972,13,1216944,48,54776,1.03,0,2,0,0,0
1149,39,135018,29,749023,24,21116,0.72,5,1,2,0,0
1150,38,34996,16,1703767,36,8473,0.65,1,3,0,1,1
1151,21,115922,31,1007916,48,49322,1.12,5,1,2,0,0
1152,34,101598,5,1217574,24,24735,1.12,3,2,1,1,1
1153,22,50931,23,291324,12,36461,1.16,1,0,0,0,0
1154,48,139168,5,559662,36,13084,0.19,4,3,2,0,0
1155,50,138099,26,478583,24,46771,0.23,3,1,0,1,1
1156,58,49693,17,1612096,12,30756,0.83,2,2,2,0,0
1157,24,123944,23,1420614,36,19068,0.67,0,2,2,1,1
1158,21,32374,23,283229,60,30916,0.07,4,0,0,0,0
1159,28,96471,33,887876,36,4919,0.12,5,2,1,1,1
1160,49,60913,14,1001773,60,25550,1.07,1,3,0,0,0
1161,59,138683,10,111748,60,38524,1.05,4,2,1,0,0
1162,23,59516,21,1139766,60,56606,0.46,2,0,2,1,1
1163,52,102796,23,1138894,48,5283,1.07,0,1,2,0,0
1164,30,41069,0,742378,48,6691,0.73,4,3,0,0,0
1165,30,133333,17,174078,60,25212,0.98,5,1,0,0,0
1166,39,99811,11,89759,12,42118,0.54,1,1,1,0,0
1167,54,133028,27,852930,60,30602,0.18,4,2,1,1,1
1168,53,54178,6,600277,24,19540,0.55,0,2,0,0,0
1169,43,47821,22,1594502,60,37829,0.58,5,0,1,0,0
1170,48,31999,20,1779504,48,58309,0.68,4,2,1,0,0
1171,52,53712,33,429179,48,7919,0.17,1,2,0,0,0
1172,27,48722,10,903009,24,24277,1.19,0,1,0,0,0
1173,49,25625,21,417375,24,55597,0.33,2,3,2,0,0
1174,28,21859,34,1082203,36,57588,0.28,2,2,2,0,0
1175,21,125986,28,735459,12,19676,0.66,3,3,0,0,0
1176,23,36839,27,926332,12,44844,0.67,4,2,2,1,1
1177,44,42216,17,483855,12,11752,0.56,1,2,1,0,0
1178,43,67953,13,941111,48,18012,0.94,4,0,0,0,0
1179,28,64522,17,335626,12,11175,0.64,0,2,2,0,0
1180,57,126249,27,1429932,36,42670,0.75,3,0,0,0,0
1181,23,22485,23,1547053,36,4067,0.88,1,1,2,0,0
1182,53,127701,7,1078825,12,33478,0.08,4,3,0,0,0
1183,48,117638,7,530533,24,28439,0.71,1,2,1,0,0
1184,28,27226,3,866480,36,36747,1.07,0,0,2,0,1
1185,54,108405,26,970569,24,52888,0.07,3,1,0,0,0
1186,55,37588,4,1493828,48,31810,0.52,1,2,1,0,0
1187,52,52019,32,1658678,36,20302,1.12,0,0,2,0,0
1188,44,80133,33,765054,24,2700,0.46,2,0,2,0,0
1189,34,129444,29,1508716,12,38814,0.58,1,1,0,1,1
1190,52,132603,7,441637,48,36841,1.18,3,2,1,0,0
1191,63,143585,25,1158780,60,55813,0.28,5,2,0,1,1
1192,36,58395,33,1655708,60,46713,0.13,5,3,2,0,0
1193,24,140814,6,298827,12,51546,1.04,1,2,0,0,0
1194,57,127599,27,295256,48,5048,1.05,1,0,0,0,0
1195,41,40939,27,394087,48,54604,0.59,0,3,1,1,1
1196,34,15203,13,71518,48,35290,0.64,4,3,1,0,0
1197,51,44063,3,460275,48,13101,1.01,5,2,2,1,1
1198,38,105880,17,1645916,60,31778,0.9,4,3,1,0,0
1199,27,18748,24,1879210,24,29425,0.35,5,0,0,0,0
1200,30,132269,6,644091,48,43509,0.07,1,0,2,0,0
1201,27,95764,27,121524,24,19852,0.6,3,1,1,1,1
1202,53,123036,4,798870,48,57382,1.04,3,0,0,0,0
1203,43,131525,2,1617431,36,26500,1.08,5,1,0,0,0
1204,41,100679,30,926004,36,14674,1.15,5,3,2,0,0
1205,39,140829,19,641309,36,25195,1.06,0,1,2,0,0
1206,39,143216,18,785609,48,52573,0.72,1,2,1,0,0
1207,56,148175,10,332187,24,26371,0.56,1,1,1,0,0
1208,49,80901,2,1100995,60,35053,0.94,4,2,1,0,0
1209,38,113046,22,1810828,12,53897,0.9,0,3,1,0,0
1210,22,105012,6,1220407,60,13957,0.67,2,1,2,1,1
1211,21,93278,22,818976,48,9108,0.15,3,0,0,0,0
1212,25,27391,6,1724663,36,55616,1.11,3,2,0,0,1
1213,40,117476,33,984644,36,49758,0.57,1,3,1,1,1
1214,31,135721,18,486700,24,19829,0.47,0,0,2,0,0
1215,62,112537,8,1293517,48,7837,0.77,2,2,1,0,0
1216,22,96159,17,1274858,60,17032,0.82,3,3,1,0,0
1217,23,146040,24,1942608,48,36234,0.29,0,3,2,0,0
1218,43,50503,13,390641,48,28352,1.01,2,0,0,0,0
1219,32,90403,24,682899,36,32215,0.38,5,3,0,0,0
1220,40,79286,18,1236135,60,58319,0.26,1,1,1,0,0
1221,25,89842,14,1945700,12,11106,0.52,4,3,2,0,0
1222,57,119927,15,636400,36,43247,0.89,3,2,0,1,1
1223,58,29908,26,998614,60,30766,1.16,3,2,0,0,1
1224,50,52228,9,1337616,24,45048,0.98,2,2,2,0,0
1225,29,38386,3,852792,36,55578,1.13,4,1,2,0,0
1226,54,43302,18,807739,24,40700,0.21,5,0,0,0,0
1227,64,75815,27,1844354,36,11996,0.13,0,1,1,0,0
1228,55,78344,20,1090206,48,3178,0.69,1,1,1,0,0
1229,42,126603,13,1443758,60,37319,0.38,0,1,0,0,0
1230,64,76114,32,1605381,24,55522,1.0,2,3,1,0,0
1231,44,40525,9,1040671,36,18025,0.82,3,0,1,0,0
1232,37,94818,18,315161,24,11780,1.17,5,3,2,0,0
1233,30,129589,29,398405,36,24706,0.34,3,1,2,0,0
1234,50,109715,21,241196,36,44916,0.61,0,2,2,0,0
1235,43,21644,2,1870282,12,11967,0.63,5,1,1,0,0
1236,52,116154,17,1844234,12,32856,0.33,1,0,2,0,0
1237,37,58469,10,1542741,12,39630,0.73,2,2,2,0,0
1238,37,121609,1,1812204,24,11179,0.56,1,0,0,0,0
1239,34,80206,11,640608,48,40623,0.56,2,1,2,0,0
1240,29,111462,5,1333643,36,19587,0.47,1,0,0,0,0
1241,60,98178,28,1835237,60,25733,0.07,0,3,1,1,1
1242,22,101724,29,1916135,12,24770,0.65,4,2,2,1,1
1243,45,111393,1,1494988,24,35887,0.44,5,0,0,0,0
1244,59,142314,8,387232,24,59540,0.05,2,2,0,0,0
1245,29,91312,1,1279362,24,5975,0.4,0,2,0,0,0
1246,42,90324,28,1392641,60,59869,0.37,3,1,1,0,0
1247,63,86196,32,1889754,60,14919,0.5,3,1,2,0,0
1248,24,85014,9,904967,12,11602,0.2,1,2,1,0,0
1249,46,48340,33,1163926,60,47463,0.63,3,0,0,1,1
1250,49,54850,7,231417,12,36060,0.85,4,2,1,0,0
1251,54,128711,32,290678,60,44154,0.77,2,1,1,0,0
1252,43,26094,5,393275,60,12140,0.97,1,0,0,0,1
1253,57,102959,18,1120639,60,54807,0.57,2,2,2,0,0
1254,31,20741,31,1739980,12,23170,0.65,2,1,2,0,0
1255,26,126585,26,1563528,36,53369,0.98,0,2,1,0,0
1256,38,137564,0,1973921,12,30830,0.54,3,2,2,0,0
1257,41,83798,32,1439666,36,46540,0.86,5,2,0,0,0
1258,62,131026,31,1275619,24,8590,0.55,2,0,2,0,0
1259,56,125130,4,184670,24,48745,0.53,4,1,1,0,0
1260,61,37164,16,60564,12,32609,0.92,4,1,0,0,0
1261,58,45257,7,816412,36,19401,0.25,5,3,0,0,0
1262,54,110989,33,801794,36,29729,0.44,3,2,0,1,1
1263,37,67691,8,1615515,36,39944,0.31,3,2,1,0,0
1264,57,94768,22,361869,24,54742,0.46,1,3,1,0,0
1265,45,29026,34,1708998,12,47167,0.31,1,2,2,0,0
1266,58,45908,6,155940,48,30645,0.72,1,0,1,1,1
1267,32,34610,14,1027444,36,59391,0.97,3,3,0,0,0
1268,43,78185,19,636373,36,31047,0.95,2,1,1,0,0
1269,62,87567,24,1640726,48,24560,0.47,0,2,1,0,0
1270,42,51182,2,1370985,12,8647,1.19,5,1,2,1,1
1271,41,131136,23,1239353,36,23106,0.73,5,2,0,0,0
1272,47,146642,33,236351,12,8015,0.51,5,3,2,0,0
1273,51,34288,21,1685335,36,23506,1.01,1,1,2,0,0
1274,26,93824,10,1189656,60,50613,0.89,0,2,2,0,0
1275,47,99425,7,523050,36,26067,0.91,4,0,0,0,0
1276,60,15917,34,506195,60,53241,0.28,3,3,2,0,0
1277,54,90602,7,367972,12,4056,0.59,4,2,0,0,0
1278,32,79575,26,1589998,36,33719,1.04,1,2,2,1,1
1279,27,87518,27,1477604,24,31328,0.63,2,2,2,0,0
1280,30,54104,33,1730871,24,14176,0.84,1,3,0,0,0
1281,37,31999,31,1668968,48,54832,0.73,0,2,1,0,0
1282,46,76169,14,1663798,24,44771,1.02,1,2,2,0,0
1283,41,144744,16,828894,60,33885,0.38,5,1,1,0,0
1284,48,125684,32,1999428,24,23269,0.71,2,1,2,0,0
1285,22,74821,15,1628914,24,48515,0.19,2,3,1,0,0
1286,63,27192,28,1797888,24,5114,0.84,3,3,1,0,0
1287,21,89102,8,1578362,36,15442,0.89,3,0,1,0,0
1288,56,129894,32,1078520,48,42151,0.1,5,2,1,0,0
1289,46,101795,28,1369204,12,3629,0.83,2,1,1,1,1
1290,49,81677,12,1423368,48,19927,0.53,5,1,0,1,1
1291,41,149327,20,1420665,60,33317,0.19,2,2,1,1,1
1292,31,117412,20,759038,36,25896,0.53,0,2,0,0,0
1293,60,34404,4,1654187,36,30155,0.27,1,3,2,0,0
1294,31,131545,9,136332,24,56921,0.53,3,0,0,1,1
1295,56,38989,5,931037,24,20288,0.49,0,0,1,0,0
1296,59,123106,12,1579155,60,52588,0.9,1,3,0,0,0
1297,60,39519,0,1354116,36,23415,0.94,3,3,1,0,0
1298,55,37439,19,304547,12,38085,0.75,5,1,0,0,0
1299,54,133570,7,1002865,48,13251,0.08,0,3,2,0,0
1300,44,29995,9,846747,36,38884,1.12,4,0,1,0,1
1301,42,38559,8,360112,12,27574,0.84,4,1,1,0,0
1302,25,104049,2,1780455,12,11623,0.09,3,0,0,0,0
1303,53,113000,10,321251,48,22936,0.99,0,2,0,0,0
1304,56,54350,11,1613332,12,56715,0.28,1,0,0,0,0
1305,40,40517,9,630069,60,8123,0.72,1,1,0,0,0
1306,39,104132,24,316013,12,5061,0.59,0,0,0,0,0
1307,55,74546,24,1965991,60,42857,0.53,4,1,1,0,0
1308,63,120686,10,505911,12,59608,1.07,0,1,2,0,0
1309,37,103151,25,503638,24,38499,0.55,4,3,0,0,0
1310,63,18327,13,1630835,12,41095,0.14,4,0,1,0,0
1311,54,135318,0,1981813,60,30451,1.14,5,3,2,0,0
1312,29,130945,3,1877791,12,18361,1.11,5,3,2,0,0
1313,46,61830,29,1386371,12,17907,0.84,1,0,0,0,0
1314,22,67446,11,1417694,12,54469,0.59,3,1,1,0,0
1315,29,84341,34,544509,60,36814,0.16,2,2,1,0,0
